arquivo,classe,area_px,area_relativa,aspect_ratio,solidez,circularidade,perimetro,perimetro_norm,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7
0_IMG_20260419_160956110_HDR.jpg,milho,238547,0.019879,0.5927,0.0567,0.0577,7206,14.7539,2.371311,4.86955,7.98312,8.263622,16.409091,-11.21913,-16.89416
90_IMG_20260419_160956110_HDR.jpg,milho,238547,0.019879,1.6871,0.0567,0.0577,7206,14.7539,2.371311,4.86955,7.98312,8.263622,16.409091,-11.21913,-16.89416
180_IMG_20260419_160956110_HDR.jpg,milho,238547,0.019879,0.5927,0.0567,0.0577,7206,14.7539,2.371311,4.86955,7.98312,8.263622,16.409091,-11.21913,-16.89416
270_IMG_20260419_160956110_HDR.jpg,milho,238547,0.019879,1.6871,0.0567,0.0577,7206,14.7539,2.371311,4.86955,7.98312,8.263622,16.409091,-11.21913,-16.89416
0_coleta_20260423_084018_milho_20260423_082323.jpg,milho,148647,0.012387,1.124,0.0147,0.0148,11252,29.1845,1.521135,3.304041,4.919793,5.261012,10.681272,6.974874,-10.405066
90_coleta_20260423_084018_milho_20260423_082323.jpg,milho,148647,0.012387,0.8897,0.0147,0.0148,11252,29.1845,1.521135,3.304041,4.919793,5.261012,10.681272,6.974874,-10.405066
180_coleta_20260423_084018_milho_20260423_082323.jpg,milho,148647,0.012387,1.124,0.0147,0.0148,11252,29.1845,1.521135,3.304041,4.919793,5.261012,10.681272,6.974874,-10.405066
270_coleta_20260423_084018_milho_20260423_082323.jpg,milho,148647,0.012387,0.8897,0.0147,0.0148,11252,29.1845,1.521135,3.304041,4.919793,5.261012,10.681272,6.974874,-10.405066
0_coleta_20260423_083538_milho_20260423_082621.jpg,milho,122008,0.010167,1.161,0.0119,0.0158,9858,28.2224,2.286019,5.744538,6.284744,7.320613,14.264726,10.206751,14.283282
90_coleta_20260423_083538_milho_20260423_082621.jpg,milho,122008,0.010167,0.8614,0.0119,0.0158,9858,28.2224,2.286019,5.744538,6.284744,7.320613,14.264726,10.206751,14.283282
180_coleta_20260423_083538_milho_20260423_082621.jpg,milho,122008,0.010167,1.161,0.0119,0.0158,9858,28.2224,2.286019,5.744538,6.284744,7.320613,14.264726,10.206751,14.283282
270_coleta_20260423_083538_milho_20260423_082621.jpg,milho,122008,0.010167,0.8614,0.0119,0.0158,9858,28.2224,2.286019,5.744538,6.284744,7.320613,14.264726,10.206751,14.283282
0_IMG_20260419_160718620_HDR.jpg,milho,280143,0.023345,1.9453,0.0532,0.0201,13238,25.0111,1.84087,4.112201,5.578372,6.109799,11.960314,8.188671,12.721377
90_IMG_20260419_160718620_HDR.jpg,milho,280143,0.023345,0.5141,0.0532,0.0201,13238,25.0111,1.84087,4.112201,5.578372,6.109799,11.960314,8.188671,12.721377
180_IMG_20260419_160718620_HDR.jpg,milho,280143,0.023345,1.9453,0.0532,0.0201,13238,25.0111,1.84087,4.112201,5.578372,6.109799,11.960314,8.188671,12.721377
270_IMG_20260419_160718620_HDR.jpg,milho,280143,0.023345,0.5141,0.0532,0.0201,13238,25.0111,1.84087,4.112201,5.578372,6.109799,11.960314,8.188671,12.721377
0_coleta_20260422_083527_milho_20260422_082623.jpg,milho,349006,0.029084,1.3337,0.0338,0.0258,13033,22.0611,2.421221,5.746484,6.882956,7.13437,15.019014,10.092381,-14.146912
90_coleta_20260422_083527_milho_20260422_082623.jpg,milho,349006,0.029084,0.7498,0.0338,0.0258,13033,22.0611,2.421221,5.746484,6.882956,7.13437,15.019014,10.092381,-14.146912
180_coleta_20260422_083527_milho_20260422_082623.jpg,milho,349006,0.029084,1.3337,0.0338,0.0258,13033,22.0611,2.421221,5.746484,6.882956,7.13437,15.019014,10.092381,-14.146912
270_coleta_20260422_083527_milho_20260422_082623.jpg,milho,349006,0.029084,0.7498,0.0338,0.0258,13033,22.0611,2.421221,5.746484,6.882956,7.13437,15.019014,10.092381,-14.146912
0_coleta_20260423_083742_milho_20260423_082457.jpg,milho,361762,0.030147,1.194,0.0339,0.0089,22597,37.5698,2.081624,4.564119,7.78668,6.164669,13.176765,8.45532,-13.546005
90_coleta_20260423_083742_milho_20260423_082457.jpg,milho,361762,0.030147,0.8375,0.0339,0.0089,22597,37.5698,2.081624,4.564119,7.78668,6.164669,13.176765,8.45532,-13.546005
180_coleta_20260423_083742_milho_20260423_082457.jpg,milho,361762,0.030147,1.194,0.0339,0.0089,22597,37.5698,2.081624,4.564119,7.78668,6.164669,13.176765,8.45532,-13.546005
270_coleta_20260423_083742_milho_20260423_082457.jpg,milho,361762,0.030147,0.8375,0.0339,0.0089,22597,37.5698,2.081624,4.564119,7.78668,6.164669,13.176765,8.45532,-13.546005
0_coleta_20260423_083510_milho_20260423_082632.jpg,milho,200876,0.01674,1.2982,0.0248,0.0127,14082,31.4196,2.572651,6.939655,7.950167,7.921377,15.890104,11.400592,-16.282832
90_coleta_20260423_083510_milho_20260423_082632.jpg,milho,200876,0.01674,0.7703,0.0248,0.0127,14082,31.4196,2.572651,6.939655,7.950167,7.921377,15.890104,11.400592,-16.282832
180_coleta_20260423_083510_milho_20260423_082632.jpg,milho,200876,0.01674,1.2982,0.0248,0.0127,14082,31.4196,2.572651,6.939655,7.950167,7.921377,15.890104,11.400592,-16.282832
270_coleta_20260423_083510_milho_20260423_082632.jpg,milho,200876,0.01674,0.7703,0.0248,0.0127,14082,31.4196,2.572651,6.939655,7.950167,7.921377,15.890104,11.400592,-16.282832
0_coleta_20260420_162043_milho_20260420_155903.jpg,milho,341272,0.028439,1.3473,0.0331,0.0106,20107,34.4189,2.136469,4.738677,7.646291,7.613035,-15.395639,10.240622,15.390813
90_coleta_20260420_162043_milho_20260420_155903.jpg,milho,341272,0.028439,0.7422,0.0331,0.0106,20107,34.4189,2.136469,4.738677,7.646291,7.613035,-15.395639,10.240622,15.390813
180_coleta_20260420_162043_milho_20260420_155903.jpg,milho,341272,0.028439,1.3473,0.0331,0.0106,20107,34.4189,2.136469,4.738677,7.646291,7.613035,-15.395639,10.240622,15.390813
270_coleta_20260420_162043_milho_20260420_155903.jpg,milho,341272,0.028439,0.7422,0.0331,0.0106,20107,34.4189,2.136469,4.738677,7.646291,7.613035,-15.395639,10.240622,15.390813
0_coleta_20260422_083304_milho_20260422_082800.jpg,milho,38590,0.003216,0.9839,0.0074,0.0255,4360,22.1947,1.634578,4.541619,4.333108,4.926243,9.899433,7.212461,9.605892
90_coleta_20260422_083304_milho_20260422_082800.jpg,milho,38590,0.003216,1.0164,0.0074,0.0255,4360,22.1947,1.634578,4.541619,4.333108,4.926243,9.899433,7.212461,9.605892
180_coleta_20260422_083304_milho_20260422_082800.jpg,milho,38590,0.003216,0.9839,0.0074,0.0255,4360,22.1947,1.634578,4.541619,4.333108,4.926243,9.899433,7.212461,9.605892
270_coleta_20260422_083304_milho_20260422_082800.jpg,milho,38590,0.003216,1.0164,0.0074,0.0255,4360,22.1947,1.634578,4.541619,4.333108,4.926243,9.899433,7.212461,9.605892
0_coleta_20260423_083751_milho_20260423_082453.jpg,milho,286473,0.023873,1.1507,0.0292,0.0109,18138,33.8881,2.268173,5.242618,7.217304,6.713273,13.8538,9.336112,13.806883
90_coleta_20260423_083751_milho_20260423_082453.jpg,milho,286473,0.023873,0.869,0.0292,0.0109,18138,33.8881,2.268173,5.242618,7.217304,6.713273,13.8538,9.336112,13.806883
180_coleta_20260423_083751_milho_20260423_082453.jpg,milho,286473,0.023873,1.1507,0.0292,0.0109,18138,33.8881,2.268173,5.242618,7.217304,6.713273,13.8538,9.336112,13.806883
270_coleta_20260423_083751_milho_20260423_082453.jpg,milho,286473,0.023873,0.869,0.0292,0.0109,18138,33.8881,2.268173,5.242618,7.217304,6.713273,13.8538,9.336112,13.806883
0_coleta_20260423_083421_milho_20260423_082701.jpg,milho,78559,0.006547,1.1627,0.0129,0.0421,4841,17.2718,1.82304,4.107361,4.830691,4.810166,9.669651,6.874095,-10.022363
90_coleta_20260423_083421_milho_20260423_082701.jpg,milho,78559,0.006547,0.8601,0.0129,0.0421,4841,17.2718,1.82304,4.107361,4.830691,4.810166,9.669651,6.874095,-10.022363
